Company,Order_no,Quantity,Sales,Status,Product_line,City,Country,Deal_size,Order_date
"Gift Ideas Corp.",10353,35,3146.50,Shipped,Planes,Glendale,USA,Medium,2019-12-04
"Souveniers And Things Co.",10361,25,1561.50,Shipped,Planes,Chatswood,Australia,Small,2019-12-17
"La Rochelle Gifts",10375,43,10039.60,Shipped,Planes,Nantes,France,Large,2020-02-03
"Euro Shopping Channel",10386,50,3167.00,Resolved,Planes,Madrid,Spain,Medium,2020-03-01
"Reims Collectables",10398,45,3521.25,Shipped,Planes,Reims,France,Medium,2020-03-30
"Tekni Collectables Inc.",10401,52,4219.28,"On Hold",Planes,Newark,USA,Medium,2020-04-03
"L'ordine Souveniers",10416,48,3581.76,Shipped,Planes,"Reggio Emilia",Italy,Medium,2020-05-10
"Marseille Mini Autos",10122,29,2063.06,Shipped,"Classic Cars",Marseille,France,Small,2018-05-08
"Mini Gifts Distributors Ltd.",10135,23,2008.13,Shipped,"Classic Cars","San Rafael",USA,Small,2018-07-02
"Collectables For Less Inc.",10147,31,2004.77,Shipped,"Classic Cars",Brickhaven,USA,Small,2018-09-05
"Anna's Decorations, Ltd",10169,24,2269.92,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-11-04
"Daedalus Designs Imports",10180,28,1991.92,Shipped,"Classic Cars",Lille,France,Small,2018-11-11
"Toms Spezialitten, Ltd",10191,44,2916.76,Shipped,"Classic Cars",Koln,Germany,Small,2018-11-20
"Auto Canal Petit",10211,22,2027.52,Shipped,"Classic Cars",Paris,France,Small,2019-01-15
"Vida Sport, Ltd",10225,46,3235.18,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-02-22
"Danish Wholesale Imports",10238,22,2062.94,Shipped,"Classic Cars",Kobenhavn,Denmark,Small,2019-04-09
"Auto Canal Petit",10252,38,3317.78,Shipped,"Classic Cars",Paris,France,Medium,2019-05-26
Gifts4AllAges.com,10264,47,3913.69,Shipped,"Classic Cars",Boston,USA,Medium,2019-06-30
"Online Mini Collectables",10276,48,3608.64,Shipped,"Classic Cars",Brickhaven,USA,Medium,2019-08-02
"Vida Sport, Ltd",10287,40,3524.80,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-08-30
"Toys of Finland, Co.",10299,32,2586.88,Shipped,"Classic Cars",Helsinki,Finland,Small,2019-09-30
"Toms Spezialitten, Ltd",10310,49,4753.49,Shipped,"Classic Cars",Koln,Germany,Medium,2019-10-16
"Microscale Inc.",10319,43,3684.67,Shipped,"Classic Cars",NYC,USA,Medium,2019-11-03
"Motor Mint Distributors Inc.",10331,41,5715.40,Shipped,"Classic Cars",Philadelphia,USA,Medium,2019-11-17
"Reims Collectables",10343,30,3098.70,Shipped,"Classic Cars",Reims,France,Medium,2019-11-24
"Euro Shopping Channel",10355,28,2670.92,Shipped,"Classic Cars",Madrid,Spain,Small,2019-12-07
"Euro Shopping Channel",10378,41,4894.17,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-10
"Mini Gifts Distributors Ltd.",10390,30,2472.60,Shipped,"Classic Cars","San Rafael",USA,Small,2020-03-04
"Baane Mini Imports",10103,31,3224.31,Shipped,"Trucks and Buses",Stavern,Norway,Medium,2018-01-29
"La Corne D'abondance, Co.",10114,32,3667.52,Shipped,"Trucks and Buses",Paris,France,Medium,2018-04-01
"Corrida Auto Replicas, Ltd",10126,43,4141.33,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2018-05-28
"Technics Stores Inc.",10140,26,2829.58,Shipped,"Trucks and Buses",Burlingame,USA,Small,2018-07-24
"Oulu Toy Supplies, Inc.",10151,27,3068.55,Shipped,"Trucks and Buses",Oulu,Finland,Medium,2018-09-21
"Mini Auto Werke",10164,24,2634.96,Resolved,"Trucks and Buses",Graz,Austria,Small,2018-10-21
"Iberia Gift Imports, Corp.",10184,46,4607.36,Shipped,"Trucks and Buses",Sevilla,Spain,Medium,2018-11-14
"Saveley & Henriot, Co.",10194,37,3598.99,Shipped,"Trucks and Buses",Lyon,France,Medium,2018-11-25
"Diecast Collectables",10207,49,3964.10,Shipped,"Trucks and Buses",Boston,USA,Medium,2018-12-09
"Handji Gifts& Co",10217,21,2244.90,Shipped,"Trucks and Buses",Singapore,Singapore,Small,2019-02-04
"Mini Gifts Distributors Ltd.",10229,25,2793.00,Shipped,"Trucks and Buses","San Rafael",USA,Small,2019-03-11
"Super Scale Inc.",10245,37,4133.64,Shipped,"Trucks and Buses","New Haven",USA,Medium,2019-05-04
"Handji Gifts& Co",10259,45,3900.60,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2019-06-15
"Souveniers And Things Co.",10270,32,2743.04,Shipped,"Trucks and Buses",Chatswood,Australia,Small,2019-07-19
"Diecast Classics Inc.",10281,29,2402.07,Shipped,"Trucks and Buses",Allentown,USA,Small,2019-08-19
"Marta's Replicas Co.",10305,28,3155.04,Shipped,"Trucks and Buses",Cambridge,USA,Medium,2019-10-13
"Vitachrome Inc.",10324,20,1963.60,Shipped,"Trucks and Buses",NYC,USA,Small,2019-11-05
"Mini Gifts Distributors Ltd.",10335,44,4746.28,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-11-19
"Corrida Auto Replicas, Ltd",10348,42,6386.94,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2019-11-01
"Euro Shopping Channel",10358,41,4428.00,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2019-12-10
"Mini Gifts Distributors Ltd.",10371,26,4044.04,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2020-01-23
"Mini Gifts Distributors Ltd.",10382,26,2708.42,Shipped,"Trucks and Buses","San Rafael",USA,Small,2020-02-17
"La Rochelle Gifts",10425,41,3553.88,"In Process","Trucks and Buses",Nantes,France,Medium,2020-05-31
"Land of Toys Inc.",10107,20,1858.00,Shipped,Motorcycles,NYC,USA,Small,2018-02-24
"Australian Collectors, Co.",10120,22,2461.36,Shipped,Motorcycles,Melbourne,Australia,Small,2018-04-29
"Euro Shopping Channel",10133,23,2642.01,Shipped,Motorcycles,Madrid,Spain,Small,2018-06-27
Toys4GrownUps.com,10145,33,3098.70,Shipped,Motorcycles,Pasadena,USA,Medium,2018-08-25
"Technics Stores Inc.",10168,28,3244.36,Shipped,Motorcycles,Burlingame,USA,Medium,2018-10-28
"Australian Collectors, Co.",10223,21,2475.27,Shipped,Motorcycles,Melbourne,Australia,Small,2019-02-20
"The Sharp Gifts Warehouse",10250,31,3282.28,Shipped,Motorcycles,"San Jose",USA,Medium,2019-05-11
"Gift Depot Inc.",10263,31,2477.21,Shipped,Motorcycles,Bridgewater,USA,Small,2019-06-28
"La Rochelle Gifts",10275,23,1883.93,Shipped,Motorcycles,Nantes,France,Small,2019-07-23
"Marta's Replicas Co.",10285,37,3658.93,Shipped,Motorcycles,Cambridge,USA,Medium,2019-08-27
"Clover Collections, Co.",10297,26,2856.88,Shipped,Motorcycles,Dublin,Ireland,Small,2019-09-16
"Mini Classics",10308,24,1917.84,Shipped,Motorcycles,"White Plains",USA,Small,2019-10-15
"Diecast Classics Inc.",10318,47,5305.36,Shipped,Motorcycles,Allentown,USA,Medium,2019-11-02
"Land of Toys Inc.",10329,45,2875.95,Shipped,Motorcycles,NYC,USA,Small,2019-11-15
"Enaco Distributors",10340,55,6482.85,Shipped,Motorcycles,Barcelona,Spain,Medium,2019-11-24
"Gift Ideas Corp.",10353,46,3733.82,Shipped,Motorcycles,Glendale,USA,Medium,2019-12-04
"La Rochelle Gifts",10375,37,6353.27,Shipped,Motorcycles,Nantes,France,Medium,2020-02-03
"Dragon Souveniers, Ltd.",10387,44,4175.60,Shipped,Motorcycles,Singapore,Singapore,Medium,2020-03-02
"Tekni Collectables Inc.",10401,49,4992.61,"On Hold",Motorcycles,Newark,USA,Medium,2020-04-03
"L'ordine Souveniers",10416,45,4764.60,Shipped,Motorcycles,"Reggio Emilia",Italy,Medium,2020-05-10
"Marseille Mini Autos",10122,31,1384.46,Shipped,Motorcycles,Marseille,France,Small,2018-05-08
"Mini Gifts Distributors Ltd.",10135,33,1327.59,Shipped,Motorcycles,"San Rafael",USA,Small,2018-07-02
Toys4GrownUps.com,10145,31,1109.80,Shipped,Motorcycles,Pasadena,USA,Small,2018-08-25
"Anna's Decorations, Ltd",10169,26,1035.58,Shipped,Motorcycles,"North Sydney",Australia,Small,2018-11-04
"Daedalus Designs Imports",10180,34,1545.64,Shipped,Motorcycles,Lille,France,Small,2018-11-11
"Euro Shopping Channel",10190,46,1517.54,Shipped,Motorcycles,Madrid,Spain,Small,2018-11-19
"Auto Canal Petit",10211,41,1731.84,Shipped,Motorcycles,Paris,France,Small,2019-01-15
"Daedalus Designs Imports",10224,43,1695.49,Shipped,Motorcycles,Lille,France,Small,2019-02-21
"Vitachrome Inc.",10237,26,1045.98,Shipped,Motorcycles,NYC,USA,Small,2019-04-05
"Auto Canal Petit",10252,36,1738.08,Shipped,Motorcycles,Paris,France,Small,2019-05-26
Gifts4AllAges.com,10264,20,651.80,Shipped,Motorcycles,Boston,USA,Small,2019-06-30
"Online Mini Collectables",10276,27,988.47,Shipped,Motorcycles,Brickhaven,USA,Small,2019-08-02
"Marta's Replicas Co.",10285,37,1518.11,Shipped,Motorcycles,Cambridge,USA,Small,2019-08-27
"Toys of Finland, Co.",10299,24,1013.76,Shipped,Motorcycles,Helsinki,Finland,Small,2019-09-30
"Toms Spezialitten, Ltd",10310,36,1549.80,Shipped,Motorcycles,Koln,Germany,Small,2019-10-16
"Microscale Inc.",10319,29,1108.38,Shipped,Motorcycles,NYC,USA,Small,2019-11-03
"Motor Mint Distributors Inc.",10331,28,4102.56,Shipped,Motorcycles,Philadelphia,USA,Medium,2019-11-17
"Reims Collectables",10343,29,3713.16,Shipped,Motorcycles,Reims,France,Medium,2019-11-24
"Euro Shopping Channel",10355,38,1513.54,Shipped,Motorcycles,Madrid,Spain,Small,2019-12-07
"Marseille Mini Autos",10364,48,2317.44,Shipped,Motorcycles,Marseille,France,Small,2020-01-06
"Euro Shopping Channel",10378,40,3298.40,Shipped,Motorcycles,Madrid,Spain,Medium,2020-02-10
"Mini Gifts Distributors Ltd.",10390,41,1826.96,Shipped,Motorcycles,"San Rafael",USA,Small,2020-03-04
"Euro Shopping Channel",10104,35,1666.70,Shipped,"Trucks and Buses",Madrid,Spain,Small,2018-01-31
"La Corne D'abondance, Co.",10114,28,1560.44,Shipped,"Trucks and Buses",Paris,France,Small,2018-04-01
"Muscle Machine Inc",10127,45,2337.75,Shipped,"Trucks and Buses",NYC,USA,Small,2018-06-03
"Oulu Toy Supplies, Inc.",10151,41,2617.85,Shipped,"Trucks and Buses",Oulu,Finland,Small,2018-09-21
"Dragon Souveniers, Ltd.",10165,48,2207.52,Shipped,"Trucks and Buses",Singapore,Singapore,Small,2018-10-22
"Iberia Gift Imports, Corp.",10184,33,2071.41,Shipped,"Trucks and Buses",Sevilla,Spain,Small,2018-11-14
"Mini Classics",10195,32,1385.28,Shipped,"Trucks and Buses","White Plains",USA,Small,2018-11-25
"Diecast Collectables",10207,27,1621.62,Shipped,"Trucks and Buses",Boston,USA,Small,2018-12-09
"Signal Collectibles Ltd.",10219,35,1931.65,Shipped,"Trucks and Buses",Brisbane,USA,Small,2019-02-10
"Mini Gifts Distributors Ltd.",10229,23,1244.53,Shipped,"Trucks and Buses","San Rafael",USA,Small,2019-03-11
"Euro Shopping Channel",10246,35,1704.50,Shipped,"Trucks and Buses",Madrid,Spain,Small,2019-05-05
"Handji Gifts& Co",10259,40,1753.20,Shipped,"Trucks and Buses",Singapore,Singapore,Small,2019-06-15
"Mini Gifts Distributors Ltd.",10271,35,1666.70,Shipped,"Trucks and Buses","San Rafael",USA,Small,2019-07-20
"Diecast Classics Inc.",10281,31,1710.89,Shipped,"Trucks and Buses",Allentown,USA,Small,2019-08-19
"Land of Toys Inc.",10292,50,2326.50,Shipped,"Trucks and Buses",NYC,USA,Small,2019-09-08
"Marta's Replicas Co.",10305,40,2316.00,Shipped,"Trucks and Buses",Cambridge,USA,Small,2019-10-13
"Baane Mini Imports",10325,38,8844.12,Shipped,"Trucks and Buses",Stavern,Norway,Large,2019-11-05
"Mini Gifts Distributors Ltd.",10335,40,2424.00,Shipped,"Trucks and Buses","San Rafael",USA,Small,2019-11-19
"Muscle Machine Inc",10349,33,1535.49,Shipped,"Trucks and Buses",NYC,USA,Small,2019-12-01
"Reims Collectables",10359,36,6358.68,Shipped,"Trucks and Buses",Reims,France,Medium,2019-12-15
"Mini Gifts Distributors Ltd.",10371,20,1329.40,Shipped,"Trucks and Buses","San Rafael",USA,Small,2020-01-23
"Euro Shopping Channel",10383,32,1701.76,Shipped,"Trucks and Buses",Madrid,Spain,Small,2020-02-22
"Euro Shopping Channel",10394,36,2259.72,Shipped,"Trucks and Buses",Madrid,Spain,Small,2020-03-15
"Euro Shopping Channel",10412,19,925.30,Shipped,"Trucks and Buses",Madrid,Spain,Small,2020-05-03
"La Rochelle Gifts",10425,11,482.13,"In Process","Trucks and Buses",Nantes,France,Small,2020-05-31
"Euro Shopping Channel",10104,49,3227.63,Shipped,Trains,Madrid,Spain,Medium,2018-01-31
"Muscle Machine Inc",10127,29,2054.36,Shipped,Trains,NYC,USA,Small,2018-06-03
"Mini Gifts Distributors Ltd.",10142,42,3131.94,Shipped,Trains,"San Rafael",USA,Medium,2018-08-08
"Australian Gift Network, Co",10152,33,1681.35,Shipped,Trains,"South Brisbane",Australia,Small,2018-09-25
"Dragon Souveniers, Ltd.",10165,44,2351.36,Shipped,Trains,Singapore,Singapore,Small,2018-10-22
"L'ordine Souveniers",10176,22,1408.00,Shipped,Trains,"Reggio Emilia",Italy,Small,2018-11-06
"Iberia Gift Imports, Corp.",10184,48,2445.60,Shipped,Trains,Sevilla,Spain,Small,2018-11-14
"Mini Classics",10195,33,1804.44,Shipped,Trains,"White Plains",USA,Small,2018-11-25
"Diecast Collectables",10207,45,2544.75,Shipped,Trains,Boston,USA,Small,2018-12-09
"Clover Collections, Co.",10220,20,1056.40,Shipped,Trains,Dublin,Ireland,Small,2019-02-12
"Blauer See Auto, Co.",10230,46,2801.40,Shipped,Trains,Frankfurt,Germany,Small,2019-03-15
"Diecast Classics Inc.",10272,45,2908.35,Shipped,Trains,Allentown,USA,Small,2019-07-20
"Mini Gifts Distributors Ltd.",10282,36,2147.40,Shipped,Trains,"San Rafael",USA,Small,2019-08-20
"Land of Toys Inc.",10292,31,2099.63,Shipped,Trains,NYC,USA,Small,2019-09-08
"Heintze Collectables",10314,35,2327.15,Shipped,Trains,Aaarhus,Denmark,Small,2019-10-22
"Baane Mini Imports",10325,28,5377.40,Shipped,Trains,Stavern,Norway,Medium,2019-11-05
"La Corne D'abondance, Co.",10336,31,2626.01,Shipped,Trains,Paris,France,Small,2019-11-20
"Euro Shopping Channel",10350,27,4406.40,Shipped,Trains,Madrid,Spain,Medium,2019-12-02
"Reims Collectables",10359,22,4301.22,Shipped,Trains,Reims,France,Medium,2019-12-15
"Mini Gifts Distributors Ltd.",10371,30,2986.50,Shipped,Trains,"San Rafael",USA,Small,2020-01-23
"Euro Shopping Channel",10383,44,1587.08,Shipped,Trains,Madrid,Spain,Small,2020-02-22
"Euro Shopping Channel",10394,30,1808.40,Shipped,Trains,Madrid,Spain,Small,2020-03-15
"Gift Depot Inc.",10413,24,1193.04,Shipped,Trains,Bridgewater,USA,Small,2020-05-05
"Baane Mini Imports",10103,45,3403.35,Shipped,"Trucks and Buses",Stavern,Norway,Medium,2018-01-29
"Mini Gifts Distributors Ltd.",10113,23,1575.96,Shipped,"Trucks and Buses","San Rafael",USA,Small,2018-03-26
"Corrida Auto Replicas, Ltd",10126,26,1630.20,Shipped,"Trucks and Buses",Madrid,Spain,Small,2018-05-28
"Technics Stores Inc.",10140,28,1701.28,Shipped,"Trucks and Buses",Burlingame,USA,Small,2018-07-24
"Dragon Souveniers, Ltd.",10150,49,2850.82,Shipped,"Trucks and Buses",Singapore,Singapore,Small,2018-09-19
"Mini Auto Werke",10164,49,2692.06,Resolved,"Trucks and Buses",Graz,Austria,Small,2018-10-21
"Classic Gift Ideas, Inc",10183,49,3167.36,Shipped,"Trucks and Buses",Philadelphia,USA,Medium,2018-11-13
"Saveley & Henriot, Co.",10194,39,2142.66,Shipped,"Trucks and Buses",Lyon,France,Small,2018-11-25
"Handji Gifts& Co",10217,39,2419.95,Shipped,"Trucks and Buses",Singapore,Singapore,Small,2019-02-04
"Mini Gifts Distributors Ltd.",10229,30,2191.20,Shipped,"Trucks and Buses","San Rafael",USA,Small,2019-03-11
"Super Scale Inc.",10245,44,3043.04,Shipped,"Trucks and Buses","New Haven",USA,Medium,2019-05-04
"Souveniers And Things Co.",10270,21,1330.35,Shipped,"Trucks and Buses",Chatswood,Australia,Small,2019-07-19
"Diecast Classics Inc.",10281,36,2792.52,Shipped,"Trucks and Buses",Allentown,USA,Small,2019-08-19
"Auto Assoc. & Cie.",10304,36,2629.44,Shipped,"Trucks and Buses",Versailles,France,Small,2019-10-11
"Vitachrome Inc.",10324,48,8209.44,Shipped,"Trucks and Buses",NYC,USA,Large,2019-11-05
"Corrida Auto Replicas, Ltd",10348,31,3139.99,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2019-11-01
"Euro Shopping Channel",10358,36,5669.64,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2019-12-10
"Anna's Decorations, Ltd",10370,25,3160.25,Shipped,"Trucks and Buses","North Sydney",Australia,Medium,2020-01-20
"Mini Gifts Distributors Ltd.",10382,48,6799.68,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2020-02-17
"Euro Shopping Channel",10424,44,2702.04,"In Process","Trucks and Buses",Madrid,Spain,Small,2020-05-31
"Rovelli Gifts",10106,33,2406.36,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-02-17
"Australian Collectors, Co.",10120,29,2094.67,Shipped,"Vintage Cars",Melbourne,Australia,Small,2018-04-29
"Euro Shopping Channel",10133,49,2797.90,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-06-27
"Technics Stores Inc.",10168,31,2281.91,Shipped,"Vintage Cars",Burlingame,USA,Small,2018-10-28
"Australian Collectors, Co.",10223,20,1320.80,Shipped,"Vintage Cars",Melbourne,Australia,Small,2019-02-20
"The Sharp Gifts Warehouse",10250,50,3061.00,Shipped,"Vintage Cars","San Jose",USA,Medium,2019-05-11
"Euro Shopping Channel",10262,40,3164.40,Cancelled,"Vintage Cars",Madrid,Spain,Medium,2019-06-24
"La Rochelle Gifts",10275,28,1791.16,Shipped,"Vintage Cars",Nantes,France,Small,2019-07-23
"Clover Collections, Co.",10297,28,2234.40,Shipped,"Vintage Cars",Dublin,Ireland,Small,2019-09-16
"Mini Classics",10308,46,3037.84,Shipped,"Vintage Cars","White Plains",USA,Medium,2019-10-15
"Rovelli Gifts",10328,24,1948.08,Shipped,"Vintage Cars",Bergamo,Italy,Small,2019-11-12
"Enaco Distributors",10340,39,2307.24,Shipped,"Vintage Cars",Barcelona,Spain,Small,2019-11-24
"Gift Ideas Corp.",10353,40,1780.40,Shipped,"Vintage Cars",Glendale,USA,Small,2019-12-04
"Souveniers And Things Co.",10361,49,3544.17,Shipped,"Vintage Cars",Chatswood,Australia,Medium,2019-12-17
"La Rochelle Gifts",10375,44,3619.44,Shipped,"Vintage Cars",Nantes,France,Medium,2020-02-03
FunGiftIdeas.com,10388,35,3918.95,Shipped,"Vintage Cars","New Bedford",USA,Medium,2020-03-03
"Reims Collectables",10398,22,1483.02,Shipped,"Vintage Cars",Reims,France,Small,2020-03-30
"Tekni Collectables Inc.",10401,62,4819.26,"On Hold","Vintage Cars",Newark,USA,Medium,2020-04-03
"L'ordine Souveniers",10416,26,1591.72,Shipped,"Vintage Cars","Reggio Emilia",Italy,Small,2020-05-10
"Reims Collectables",10121,25,2168.50,Shipped,Motorcycles,Reims,France,Small,2018-05-07
"Mini Gifts Distributors Ltd.",10135,30,2694.00,Shipped,Motorcycles,"San Rafael",USA,Small,2018-07-02
Toys4GrownUps.com,10145,27,3251.34,Shipped,Motorcycles,Pasadena,USA,Medium,2018-08-25
"Anna's Decorations, Ltd",10169,34,3920.88,Shipped,Motorcycles,"North Sydney",Australia,Medium,2018-11-04
"Daedalus Designs Imports",10180,22,2514.60,Shipped,Motorcycles,Lille,France,Small,2018-11-11
"Euro Shopping Channel",10190,42,3600.24,Shipped,Motorcycles,Madrid,Spain,Medium,2018-11-19
"Auto Canal Petit",10211,37,4040.03,Shipped,Motorcycles,Paris,France,Medium,2019-01-15
"Daedalus Designs Imports",10224,30,3336.90,Shipped,Motorcycles,Lille,France,Medium,2019-02-21
"Vitachrome Inc.",10237,27,3113.64,Shipped,Motorcycles,NYC,USA,Medium,2019-04-05
"Auto Canal Petit",10252,25,2832.00,Shipped,Motorcycles,Paris,France,Small,2019-05-26
Gifts4AllAges.com,10264,34,3330.98,Shipped,Motorcycles,Boston,USA,Medium,2019-06-30
"Online Mini Collectables",10276,38,4304.64,Shipped,Motorcycles,Brickhaven,USA,Medium,2019-08-02
"Marta's Replicas Co.",10285,26,2600.26,Shipped,Motorcycles,Cambridge,USA,Small,2019-08-27
"Toys of Finland, Co.",10299,38,4382.16,Shipped,Motorcycles,Helsinki,Finland,Medium,2019-09-30
"Baane Mini Imports",10309,50,4235.00,Shipped,Motorcycles,Stavern,Norway,Medium,2019-10-15
"Microscale Inc.",10319,22,2626.80,Shipped,Motorcycles,NYC,USA,Small,2019-11-03
"Motor Mint Distributors Inc.",10331,32,5026.56,Shipped,Motorcycles,Philadelphia,USA,Medium,2019-11-17
"Salzburg Collectables",10341,31,2201.62,Shipped,Motorcycles,Salzburg,Austria,Small,2019-11-24
"Euro Shopping Channel",10355,40,4326.80,Shipped,Motorcycles,Madrid,Spain,Medium,2019-12-07
"Mini Creations Ltd.",10365,22,3425.18,Shipped,Motorcycles,"New Bedford",USA,Medium,2020-01-07
"La Rochelle Gifts",10375,41,4701.88,Shipped,Motorcycles,Nantes,France,Medium,2020-02-03
"Mini Gifts Distributors Ltd.",10390,45,2204.10,Shipped,Motorcycles,"San Rafael",USA,Small,2020-03-04
"Rovelli Gifts",10106,39,1565.85,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-02-17
"Australian Collectors, Co.",10120,49,2480.38,Shipped,"Vintage Cars",Melbourne,Australia,Small,2018-04-29
"Euro Shopping Channel",10133,27,1355.13,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-06-27
"Mini Creations Ltd.",10143,34,1246.44,Shipped,"Vintage Cars","New Bedford",USA,Small,2018-08-10
"Euro Shopping Channel",10156,20,820.40,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-10-08
"Technics Stores Inc.",10168,48,2492.64,Shipped,"Vintage Cars",Burlingame,USA,Small,2018-10-28
"West Coast Collectables Co.",10199,29,1113.60,Shipped,"Vintage Cars",Burbank,USA,Small,2018-12-01
"Australian Collectors, Co.",10223,41,1896.66,Shipped,"Vintage Cars",Melbourne,Australia,Small,2019-02-20
"The Sharp Gifts Warehouse",10250,36,1869.48,Shipped,"Vintage Cars","San Jose",USA,Small,2019-05-11
"Euro Shopping Channel",10262,49,1860.53,Cancelled,"Vintage Cars",Madrid,Spain,Small,2019-06-24
"La Rochelle Gifts",10275,38,1724.82,Shipped,"Vintage Cars",Nantes,France,Small,2019-07-23
"Bavarian Collectables Imports, Co.",10296,26,1259.44,Shipped,"Vintage Cars",Munich,Germany,Small,2019-09-15
"Mini Classics",10308,47,2051.08,Shipped,"Vintage Cars","White Plains",USA,Small,2019-10-15
"Rovelli Gifts",10328,34,1765.62,Shipped,"Vintage Cars",Bergamo,Italy,Small,2019-11-12
"Enaco Distributors",10340,40,2024.80,Shipped,"Vintage Cars",Barcelona,Spain,Small,2019-11-24
"Gift Ideas Corp.",10353,40,3288.40,Shipped,"Vintage Cars",Glendale,USA,Medium,2019-12-04
"Souveniers And Things Co.",10361,33,2725.47,Shipped,"Vintage Cars",Chatswood,Australia,Small,2019-12-17
"La Rochelle Gifts",10375,49,3224.20,Shipped,"Vintage Cars",Nantes,France,Medium,2020-02-03
FunGiftIdeas.com,10388,27,3211.38,Shipped,"Vintage Cars","New Bedford",USA,Medium,2020-03-03
"Reims Collectables",10398,49,1796.34,Shipped,"Vintage Cars",Reims,France,Small,2020-03-30
"Tekni Collectables Inc.",10401,56,1979.60,"On Hold","Vintage Cars",Newark,USA,Small,2020-04-03
"L'ordine Souveniers",10416,37,1921.41,Shipped,"Vintage Cars","Reggio Emilia",Italy,Small,2020-05-10
"Euro Shopping Channel",10104,33,3705.24,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2018-01-31
"Classic Legends Inc.",10115,27,2843.91,Shipped,"Trucks and Buses",NYC,USA,Small,2018-04-04
"Muscle Machine Inc",10127,46,6176.42,Shipped,"Trucks and Buses",NYC,USA,Medium,2018-06-03
"Oulu Toy Supplies, Inc.",10151,26,3220.10,Shipped,"Trucks and Buses",Oulu,Finland,Medium,2018-09-21
"Dragon Souveniers, Ltd.",10165,48,4556.16,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2018-10-22
"L'ordine Souveniers",10176,23,3114.89,Shipped,"Trucks and Buses","Reggio Emilia",Italy,Medium,2018-11-06
"Iberia Gift Imports, Corp.",10184,45,4948.20,Shipped,"Trucks and Buses",Sevilla,Spain,Medium,2018-11-14
"Mini Classics",10195,49,5161.17,Shipped,"Trucks and Buses","White Plains",USA,Medium,2018-11-25
"Diecast Collectables",10207,28,2657.76,Shipped,"Trucks and Buses",Boston,USA,Small,2018-12-09
"Clover Collections, Co.",10220,37,3983.05,Shipped,"Trucks and Buses",Dublin,Ireland,Medium,2019-02-12
"Blauer See Auto, Co.",10230,34,3974.94,Shipped,"Trucks and Buses",Frankfurt,Germany,Medium,2019-03-15
"Euro Shopping Channel",10246,22,2928.42,Shipped,"Trucks and Buses",Madrid,Spain,Small,2019-05-05
"Handji Gifts& Co",10259,29,3054.57,Shipped,"Trucks and Buses",Singapore,Singapore,Medium,2019-06-15
"Mini Gifts Distributors Ltd.",10271,34,3345.26,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-07-20
"Mini Gifts Distributors Ltd.",10282,38,4310.72,Shipped,"Trucks and Buses","San Rafael",USA,Medium,2019-08-20
"Land of Toys Inc.",10292,41,4983.14,Shipped,"Trucks and Buses",NYC,USA,Medium,2019-09-08
"Marta's Replicas Co.",10305,42,4618.32,Shipped,"Trucks and Buses",Cambridge,USA,Medium,2019-10-13
"Heintze Collectables",10314,28,3403.12,Shipped,"Trucks and Buses",Aaarhus,Denmark,Medium,2019-10-22
"Baane Mini Imports",10325,38,5190.42,Shipped,"Trucks and Buses",Stavern,Norway,Medium,2019-11-05
"La Corne D'abondance, Co.",10336,23,3141.57,Shipped,"Trucks and Buses",Paris,France,Medium,2019-11-20
"Euro Shopping Channel",10350,31,2213.40,Shipped,"Trucks and Buses",Madrid,Spain,Small,2019-12-02
"Reims Collectables",10359,46,4896.70,Shipped,"Trucks and Buses",Reims,France,Medium,2019-12-15
"Mini Gifts Distributors Ltd.",10371,48,2714.40,Shipped,"Trucks and Buses","San Rafael",USA,Small,2020-01-23
"Euro Shopping Channel",10383,29,3087.05,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2020-02-22
"Lyon Souveniers",10395,46,5692.96,Shipped,"Trucks and Buses",Paris,France,Medium,2020-03-17
"Euro Shopping Channel",10412,26,3460.86,Shipped,"Trucks and Buses",Madrid,Spain,Medium,2020-05-03
"La Rochelle Gifts",10425,18,1895.94,"In Process","Trucks and Buses",Nantes,France,Small,2020-05-31
"Euro Shopping Channel",10104,32,1705.92,Shipped,Trains,Madrid,Spain,Small,2018-01-31
